Distance,Bps
400.0,247.52342075022935
577.7777777777778,202.51936103115682
755.5555555555555,171.36265290970175
933.3333333333333,148.51437296742753
1111.111111111111,131.04214358797188
1288.888888888889,117.24826878537584
1466.6666666666665,106.08179266373178
1644.4444444444443,96.85730831427173
1822.2222222222222,89.10873860596003
2000.0,82.50810312332426
