X,Y
0.0,0.0
0.010101010101010102,0.14019999999999994
0.020202020202020204,0.22760000000000002
0.030303030303030304,0.3052
0.04040404040404041,0.4036000000000002
0.05050505050505051,0.44920000000000004
0.06060606060606061,0.5180000000000002
0.07070707070707072,0.5311999999999999
0.08080808080808081,0.5769999999999998
0.09090909090909091,0.6075999999999999
0.10101010101010102,0.6229999999999998
0.11111111111111112,0.6386000000000001
0.12121212121212122,0.6571999999999999
0.13131313131313133,0.6725999999999998
0.14141414141414144,0.6848000000000001
0.15151515151515152,0.7124000000000004
0.16161616161616163,0.7106
0.17171717171717174,0.7113999999999996
0.18181818181818182,0.7172000000000002
0.19191919191919193,0.7292000000000002
0.20202020202020204,0.7306
0.21212121212121213,0.7299999999999998
0.22222222222222224,0.7289999999999998
0.23232323232323235,0.7348000000000002
0.24242424242424243,0.7396000000000005
0.25252525252525254,0.7445999999999998
0.26262626262626265,0.7338000000000001
0.27272727272727276,0.7434000000000001
0.2828282828282829,0.7423999999999998
0.29292929292929293,0.7336000000000005
0.30303030303030304,0.7458000000000001
0.31313131313131315,0.7484000000000001
0.32323232323232326,0.7466000000000002
0.33333333333333337,0.7500000000000001
0.3434343434343435,0.7549999999999997
0.3535353535353536,0.7428000000000005
0.36363636363636365,0.7508000000000001
0.37373737373737376,0.7518
0.38383838383838387,0.7418000000000002
0.393939393939394,0.7395999999999999
0.4040404040404041,0.7516000000000002
0.4141414141414142,0.7402
0.42424242424242425,0.7607999999999997
0.43434343434343436,0.7547999999999999
0.4444444444444445,0.7578000000000001
0.4545454545454546,0.7505999999999999
0.4646464646464647,0.7395999999999999
0.4747474747474748,0.7532
0.48484848484848486,0.7487999999999998
0.494949494949495,0.7438000000000002
0.5050505050505051,0.7493999999999997
0.5151515151515152,0.7434000000000005
0.5252525252525253,0.7502
0.5353535353535354,0.7476
0.5454545454545455,0.7630000000000002
0.5555555555555556,0.7572000000000001
0.5656565656565657,0.7454000000000006
0.5757575757575758,0.7462000000000001
0.5858585858585859,0.7504000000000002
0.595959595959596,0.7522
0.6060606060606061,0.7424000000000001
0.6161616161616162,0.7428000000000003
0.6262626262626263,0.7515999999999998
0.6363636363636365,0.7441999999999999
0.6464646464646465,0.7563999999999999
0.6565656565656566,0.7465999999999998
0.6666666666666667,0.7562000000000001
0.6767676767676768,0.7478
0.686868686868687,0.7505999999999999
0.696969696969697,0.7550000000000001
0.7070707070707072,0.7430000000000001
0.7171717171717172,0.7532000000000001
0.7272727272727273,0.7589999999999999
0.7373737373737375,0.7482000000000003
0.7474747474747475,0.7558000000000001
0.7575757575757577,0.7482
0.7676767676767677,0.7444
0.7777777777777778,0.7448000000000001
0.787878787878788,0.7318000000000002
0.797979797979798,0.7449999999999997
0.8080808080808082,0.758
0.8181818181818182,0.7497999999999999
0.8282828282828284,0.7535999999999996
0.8383838383838385,0.7495999999999998
0.8484848484848485,0.7488000000000002
0.8585858585858587,0.7426
0.8686868686868687,0.7422000000000005
0.8787878787878789,0.7464
0.888888888888889,0.7504000000000001
0.8989898989898991,0.747
0.9090909090909092,0.7456
0.9191919191919192,0.7540000000000003
0.9292929292929294,0.7458
0.9393939393939394,0.7504000000000001
0.9494949494949496,0.7451999999999999
0.9595959595959597,0.7553999999999996
0.9696969696969697,0.7564000000000003
0.9797979797979799,0.7569999999999996
0.98989898989899,0.7559999999999999
1.0,0.7550000000000001
