X,Y
0.0,0.0
0.010101010101010102,0.010000000000000009
0.020202020202020204,0.020000000000000018
0.030303030303030304,0.02980000000000005
0.04040404040404041,0.03959999999999997
0.05050505050505051,0.04920000000000002
0.06060606060606061,0.05879999999999996
0.07070707070707072,0.06820000000000004
0.08080808080808081,0.0776
0.09090909090909091,0.08679999999999999
0.10101010101010102,0.09599999999999997
0.11111111111111112,0.10499999999999998
0.12121212121212122,0.11380000000000001
0.13131313131313133,0.12260000000000004
0.14141414141414144,0.13139999999999996
0.15151515151515152,0.14
0.16161616161616163,0.14859999999999995
0.17171717171717174,0.15700000000000003
0.18181818181818182,0.1652
0.19191919191919193,0.17359999999999998
0.20202020202020204,0.18159999999999998
0.21212121212121213,0.1896
0.22222222222222224,0.1976
0.23232323232323235,0.20540000000000003
0.24242424242424243,0.21299999999999997
0.25252525252525254,0.22060000000000002
0.26262626262626265,0.22819999999999996
0.27272727272727276,0.23560000000000003
0.2828282828282829,0.24280000000000002
0.29292929292929293,0.25
0.30303030303030304,0.2572
0.31313131313131315,0.2642
0.32323232323232326,0.271
0.33333333333333337,0.27780000000000005
0.3434343434343435,0.2844
0.3535353535353536,0.29100000000000004
0.36363636363636365,0.2976
0.37373737373737376,0.30379999999999996
0.38383838383838387,0.31020000000000003
0.393939393939394,0.3164
0.4040404040404041,0.3224
0.4141414141414142,0.3284
0.42424242424242425,0.33420000000000005
0.43434343434343436,0.33999999999999997
0.4444444444444445,0.3456
0.4545454545454546,0.35119999999999996
0.4646464646464647,0.35660000000000003
0.4747474747474748,0.362
0.48484848484848486,0.36739999999999995
0.494949494949495,0.37239999999999995
0.5050505050505051,0.37760000000000005
0.5151515151515152,0.38239999999999996
0.5252525252525253,0.38739999999999997
0.5353535353535354,0.392
0.5454545454545455,0.39659999999999995
0.5555555555555556,0.4012
0.5656565656565657,0.40559999999999996
0.5757575757575758,0.41000000000000003
0.5858585858585859,0.4142
0.595959595959596,0.4184
0.6060606060606061,0.4224
0.6161616161616162,0.4264
0.6262626262626263,0.4302
0.6363636363636365,0.43379999999999996
0.6464646464646465,0.4376
0.6565656565656566,0.44099999999999995
0.6666666666666667,0.4444
0.6767676767676768,0.4478
0.686868686868687,0.45099999999999996
0.696969696969697,0.45399999999999996
0.7070707070707072,0.45699999999999996
0.7171717171717172,0.45999999999999996
0.7272727272727273,0.4628
0.7373737373737375,0.4656
0.7474747474747475,0.46819999999999995
0.7575757575757577,0.4706
0.7676767676767677,0.473
0.7777777777777778,0.47540000000000004
0.787878787878788,0.4776
0.797979797979798,0.4796
0.8080808080808082,0.48160000000000003
0.8181818181818182,0.48340000000000005
0.8282828282828284,0.48519999999999996
0.8383838383838385,0.487
0.8484848484848485,0.48860000000000003
0.8585858585858587,0.49
0.8686868686868687,0.49139999999999995
0.8787878787878789,0.49260000000000004
0.888888888888889,0.4938
0.8989898989898991,0.4948
0.9090909090909092,0.4958
0.9191919191919192,0.4968
0.9292929292929294,0.49760000000000004
0.9393939393939394,0.4982
0.9494949494949496,0.4988
0.9595959595959597,0.4992
0.9696969696969697,0.49960000000000004
0.9797979797979799,0.4998
0.98989898989899,0.5
1.0,0.5
